Word	Definition	Class	Register	CEFR Level	IPA	Image	Example	Cambridge Examples	Audio	Definition Audio	Example Audio	Explanation	Morphology	Etymology	Connected Words	Hint	ID	Hide this	Tags
guard	"To <span id=""word-in-definition"">guard</span> something is to take care of it."	verb		B2	/ɡɑːrd/	"<img src=""guard.jpg"" />"	The police officer will guard us from any harm.	• Soldiers guard the main doors of the embassy.	[sound:oxford_guard.mp3]	[sound:guard_meaning.mp3]	[sound:guard_example.mp3]						guard	guard	English::cefr-B2
image	"The <span id=""word-in-definition"">image</span> of something is a picture of it."	noun		B2	/ˈɪm.ɪdʒ/	"<img src=""image.jpg"" />"	The image of her eye was very clear.	"• television images of starving children
<br>• The image you see in the mirror."	[sound:oxford_image.mp3]	[sound:image_meaning.mp3]	[sound:image_example.mp3]						image	image	English::cefr-B2
immediate	"If something is <span id=""word-in-definition"">immediate</span>, it happens quickly."	adjective		B2	/ɪˈmiː.di.ət/	"<img src=""immediate.jpg"" />"	An immediate response came from the pizza place.	"• We must make an immediate response.
<br>• Dioxin is a poison that takes immediate effect."	[sound:oxford_immediate.mp3]	[sound:immediate_meaning.mp3]	[sound:immediate_example.mp3]						immediate	immediate	English::cefr-B2
primary	"If something is <span id=""word-in-definition"">primary</span>, it is the most important thing."	adjective		B2	/ˈpraɪ.mer.i/	"<img src=""primary.jpg"" />"	His primary thoughts are about money.	"• The Red Cross's primary concern is to preserve and protect human life.
<br>• The primary responsibility lies with those who break the law."	[sound:oxford_primary.mp3]	[sound:primary_meaning.mp3]	[sound:primary_example.mp3]						primary	primary	English::cefr-B2
proud	"If someone feels <span id=""word-in-definition"">proud</span>, they are happy about what they have done."	adjective		B1	/praʊd/	"<img src=""proud.jpg"" />"	She is proud of the picture she drew of her house.	"• You must be very proud of your son.
<br>• We're particularly proud of our company's environmental record.
<br>• When she received her prize I think I was the proudest parent on the face of the earth.
<br>• <span class=""c-grammar-use"">[ + to infinitive ]</span> I'm very proud to have been involved in this project.
<br>• <span class=""c-grammar-use"">[ + (that) ]</span> I was so proud (that) my son had been chosen for the national team."	[sound:oxford_proud.mp3]	[sound:proud_meaning.mp3]	[sound:proud_example.mp3]						proud	proud	English::cefr-B1
remain	"To <span id=""word-in-definition"">remain</span> somewhere is to stay there."	verb	formal	B1	/rɪˈmeɪn/	"<img src=""remain.jpg"" />"	My sister had to remain home since she was sick.	"• The doctor ordered him to remain in bed for a few days.
<br>• Most commentators expect the basic rate of tax to remain at 25 percent.
<br>• <span class=""c-grammar-use"">[ + to infinitive ]</span> A great many things remain to be done (= have not yet been done).
<br>• He remained silent.
<br>• It remains a secret.
<br>• The bank will remain open while renovations are carried out."	[sound:oxford_remain.mp3]	[sound:remain_meaning.mp3]	[sound:remain_example.mp3]						remain	remain	English::cefr-B1
rest	"To <span id=""word-in-definition"">rest</span> is to stop being active while the body gets back its strength."	verb		B1	/rest/	"<img src=""rest.jpg"" />"	I rested on the couch after work.	"• The doctor told him that he should rest for a few days.
<br>• He looked away from the computer screen to rest his eyes.
<br>• She promised that she would not rest (= would not stop looking) until the murderer of her son was caught and imprisoned."	[sound:oxford_rest.mp3]	[sound:rest_meaning.mp3]	[sound:rest_example.mp3]						rest	rest	English::cefr-B1
separate	"If two things are <span id=""word-in-definition"">separate</span>, they are not together."	adjective		B1	/ˈsep.ɚ.ət/	"<img src=""separate.jpg"" />"	New York and Los Angeles are in two separate parts of America.	"• The art department and the music department are in two separate buildings.
<br>• I try to keep meat separate from other food in the fridge.
<br>• I have my public life and my private life, and as far as possible I try to keep them separate.
<br>• Three youths have been shot and killed in separate incidents this month."	OxfordDefine: Could not root words for separate.	[sound:separate_meaning.mp3]	[sound:separate_example.mp3]						separate	separate	English::cefr-B1
site	"A <span id=""word-in-definition"">site</span> is a place."	noun		B1	/saɪt/	"<img src=""site.jpg"" />"	We found the perfect site for our picnic.	"• a building site
<br>• The company hasn't yet chosen the site for the new hospital.
<br>• This is the site of the accident."	[sound:oxford_site.mp3]	[sound:site_meaning.mp3]	[sound:site_example.mp3]						site	site	English::cefr-B1
tail	"A <span id=""word-in-definition"">tail</span> is a part of an animal's body, sticking out from its rear or back."	noun		B2	/teɪl/	"<img src=""tail.jpg"" />"	Our dog wags its tail when it's happy.	• The dog wagged its tail excitedly.	[sound:oxford_tail.mp3]	[sound:tail_meaning.mp3]	[sound:tail_example.mp3]						tail	tail	English::cefr-B2
trouble	"<span id=""word-in-definition"">trouble</span> is a problem or a difficulty."	noun		B1	/ˈtrʌb.əl/	"<img src=""trouble.jpg"" />"	I have trouble working with my boss.	"• The tax forms were complicated and I had a lot of trouble with them.
<br>• Their problems seem to be over for the moment, but there could be more trouble ahead.
<br>• The trouble started/began when my father came to live with us.
<br>• <span class=""c-grammar-use"">[ + -ing verb ]</span> Parents often have trouble finding good carers for their children.
<br>• We started holding meetings by phone, as travelling in and out of the city became too much trouble.
<br>• I should get it finished over the weekend without too much trouble.
<br>• You'll only be storing up trouble for the future if you don't go to the dentist now.
<br>• She thought her troubles would be over once she'd got divorced.
<br>• His birthday is the least of my troubles at the moment - I don't even have enough money to pay the rent.
<br>• Most of the current troubles stem from (= are caused by) our new computer system."	[sound:oxford_trouble.mp3]	[sound:trouble_meaning.mp3]	[sound:trouble_example.mp3]						trouble	trouble	English::cefr-B1
asleep	"When a person is <span id=""word-in-definition"">asleep</span>, they are not awake."	adjective		B1	/əˈsliːp/	"<img src=""asleep.jpg"" />"	The baby has been asleep for hours.	"• I'm surprised to see you awake - ten minutes ago you were fast/sound (= completely) asleep.
<br>• I've only just got up and I'm still half asleep (= not completely awake)."	[sound:oxford_asleep.mp3]	[sound:asleep_meaning.mp3]	[sound:asleep_example.mp3]						asleep	asleep	English::cefr-B1
berry	"A <span id=""word-in-definition"">berry</span> is a small round fruit that grows on certain plants and trees."	noun		B2	/ˈber.i/	"<img src=""berry.jpg"" />"	The berry looked delicious.		[sound:oxford_berry.mp3]	[sound:berry_meaning.mp3]	[sound:berry_example.mp3]						berry	berry	English::cefr-B2
creature	"A <span id=""word-in-definition"">creature</span> is any living thing."	noun		B1	/ˈkriː.tʃɚ/	"<img src=""creature.jpg"" />"	The creature we saw today was either a dolphin or a porpoise.	"• Rainforests are filled with amazing creatures.
<br>• Don't all living creatures have certain rights?
<br>• Blue whales are the largest creatures ever to have lived."	[sound:oxford_creature.mp3]	[sound:creature_meaning.mp3]	[sound:creature_example.mp3]						creature	creature	English::cefr-B1
decision	"A <span id=""word-in-definition"">decision</span> is a choice."	noun		B1	/dɪˈsɪʒ.ən/	"<img src=""decision.jpg"" />"	He made the wrong decision.	"• She has had to make some very difficult decisions.
<br>• The company will reach/come to/make a decision shortly.
<br>• Let me have a/your decision (= tell me what you have decided) by next week.
<br>• <span class=""c-grammar-use"">[ + to infinitive ]</span> It was his decision to leave.
<br>• The decision about/on whether he is innocent or guilty rests with the jury.
<br>• We need to take a lot of factors into account in our decision-making.
<br>• <span class=""c-grammar-use"">[ + that ]</span> I accepted his decision that he wished to die with dignity."	[sound:oxford_decision.mp3]	[sound:decision_meaning.mp3]	[sound:decision_example.mp3]						decision	decision	English::cefr-B1
ground	"The <span id=""word-in-definition"">ground</span> is the top part of the Earth that we walk on."	noun		B1	/ɡraʊnd/	"<img src=""ground.jpg"" />"	The ground under our feet was dry and brown.	• I sat down on the ground.	[sound:oxford_ground.mp3]	[sound:ground_meaning.mp3]	[sound:ground_example.mp3]						ground	ground	English::cefr-B1
introduce	"To <span id=""word-in-definition"">introduce</span> someone or something is to say who they are."	verb		B1	/ˌɪn.trəˈduːs/	"<img src=""introduce.jpg"" />"	I introduced myself to our newest co-worker today.	"• I'd like to introduce my son, Mark.
<br>• Have you two been introduced (to each other)?"	[sound:oxford_introduce.mp3]	[sound:introduce_meaning.mp3]	[sound:introduce_example.mp3]						introduce	introduce	English::cefr-B1
marry	"To <span id=""word-in-definition"">marry</span> is to legally become husband and wife."	verb		B1	/ˈmer.i/	"<img src=""marry.jpg"" />"	Rose and Henry were married, and they lived happily.	"• Men tend to marry later than women.
<br>• Paul married Lucy four years ago.
<br>• They don't have any plans to marry at present."	[sound:oxford_marry.mp3]	[sound:marry_meaning.mp3]	[sound:marry_example.mp3]						marry	marry	English::cefr-B1
sail	"To <span id=""word-in-definition"">sail</span> is to move a boat on the water."	verb		B2	/seɪl/	"<img src=""sail.jpg"" />"	I love to sail my boat on the lake.	"• The boat sailed along/down the coast.
<br>• As the battleship sailed by/past, everyone on deck waved.
<br>• The ship was sailing to China."	[sound:oxford_sail.mp3]	[sound:sail_meaning.mp3]	[sound:sail_example.mp3]						sail	sail	English::cefr-B2
serious	"When something is <span id=""word-in-definition"">serious</span>, it is bad or unsafe."	adjective		B1	/ˈsɪr.i.əs/	"<img src=""serious.jpg"" />"	The accident was very serious.	"• a serious illness
<br>• There were no reports of serious injuries.
<br>• The new tax regulations have landed some of the smaller companies in serious trouble.
<br>• Drugs have become a serious problem in a lot of schools.
<br>• This is a very serious offence.
<br>• He's been taken to hospital where his condition is described as serious but stable."	[sound:oxford_serious.mp3]	[sound:serious_meaning.mp3]	[sound:serious_example.mp3]						serious	serious	English::cefr-B1
article	"An <span id=""word-in-definition"">article</span> is a story in a newspaper or magazine."	noun		B1	/ˈɑːr.t̬ɪ.kəl/	"<img src=""article.jpg"" />"	Did you read the article in the newspaper about the soccer game?	• There was an interesting article on vegetarianism in the paper yesterday.	[sound:oxford_article.mp3]	[sound:article_meaning.mp3]	[sound:article_example.mp3]						article	article	English::cefr-B1
attitude	"Someone's <span id=""word-in-definition"">attitude</span> is the way they feel and think."	noun		B1	/ˈæt̬.ə.tuːd/	"<img src=""attitude.jpg"" />"	John has a bad attitude. He's always angry.	"• It's often very difficult to change people's attitudes.
<br>• <span class=""c-grammar-use"">[ + that ]</span> She takes the attitude that children should be allowed to learn at their own pace.
<br>• He has a very bad attitude to/towards work.
<br>• He seems to have undergone a change in/of attitude recently, and has become much more cooperative.
<br>• I don't like your attitude (= the way you are behaving).
<br>• That boy has a real attitude problem (= behaves in a way that makes it difficult for other people to have a relationship with him or work with him)."	[sound:oxford_attitude.mp3]	[sound:attitude_meaning.mp3]	[sound:attitude_example.mp3]						attitude	attitude	English::cefr-B1
compare	"To <span id=""word-in-definition"">compare</span> means to say how two things are the same and different."	verb		B1	/kəmˈper/	"<img src=""compare.jpg"" />"	If you compare cats and dogs, you'll see that they're both good pets.	"• If you compare house prices in the two areas, it's quite amazing how different they are.
<br>• That seems expensive - have you compared prices in other shops?
<br>• Compare some recent work with your older stuff and you'll see how much you've improved.
<br>• This road is quite busy compared to/with ours.
<br>• Children seem to learn more interesting things compared to/with when we were at school."	[sound:oxford_compare.mp3]	[sound:compare_meaning.mp3]	[sound:compare_example.mp3]						compare	compare	English::cefr-B1
judge	"To <span id=""word-in-definition"">judge</span> something is to say if it is good or bad."	verb		B1	/dʒʌdʒ/	"<img src=""judge.jpg"" />"	The boy was going to judge how his mother's turkey tasted.	"• So far, he seems to be handling the job well, but it's really too soon to judge.
<br>• <span class=""c-grammar-use"">[ + question word ]</span> It's difficult to judge whether the new system really is an improvement.
<br>• The meeting was judged (to have been) a success.
<br>• You shouldn't judge by/on appearances alone.
<br>• I'm hopeless at judging distance(s) (= guessing how far it is between places)."	[sound:oxford_judge.mp3]	[sound:judge_meaning.mp3]	[sound:judge_example.mp3]						judge	judge	English::cefr-B1
material	"A <span id=""word-in-definition"">material</span> is what is used to make something."	noun		B2	/məˈtɪr.i.əl/	"<img src=""material.jpg"" />"	Brick is a good material for building houses.	"• building materials, such as stone
<br>• Crude oil is used as the raw (= basic) material for making plastics."	[sound:oxford_material.mp3]	[sound:material_meaning.mp3]	[sound:material_example.mp3]						material	material	English::cefr-B2
method	"A <span id=""word-in-definition"">method</span> is the way to do something."	noun		B1	/ˈmeθ.əd/	"<img src=""method.jpg"" />"	One method to remember things is to tie a string around your finger.	"• Travelling by train is still one of the safest methods of transport.
<br>• The new teaching methods encourage children to think for themselves."	[sound:oxford_method.mp3]	[sound:method_meaning.mp3]	[sound:method_example.mp3]						method	method	English::cefr-B1
professional	"If something is <span id=""word-in-definition"">professional</span>, it deals with work that uses special skills."	adjective	approving	B1	/prəˈfeʃ.ən.əl/	"<img src=""professional.jpg"" />"	If you want to be a pilot, you must have professional training.	"• It would look more professional if the letter was typed.
<br>• She always looks very professional in her smart suits.
<br>• You've done a very professional job stripping that floor!"	[sound:oxford_professional.mp3]	[sound:professional_meaning.mp3]	[sound:professional_example.mp3]						professional	professional	English::cefr-B1
profit	"A <span id=""word-in-definition"">profit</span> is the extra money you make when you sell something."	noun		B2	/ˈprɑː.fɪt/	"<img src=""profit.jpg"" />"	I made a small profit from selling my old clothes.	"• She makes a big profit from selling waste material to textile companies.
<br>• A year ago the Tokyo company had a pretax profit of 35 million yen.
<br>• Company profits are down from last year's figures.
<br>• You don't expect to make much profit within the first couple of years of setting up a company.
<br>• He sold his house at a huge profit."	[sound:oxford_profit.mp3]	[sound:profit_meaning.mp3]	[sound:profit_example.mp3]						profit	profit	English::cefr-B2
quality	"The <span id=""word-in-definition"">quality</span> of something is how good it is."	noun		B1	/ˈkwɑː.lə.t̬i/	"<img src=""quality.jpg"" />"	The quality of his car is very good.	"• a shop advertising top quality electrical goods
<br>• The food was of such poor/low quality.
<br>• Their products are of very high quality.
<br>• I only buy good-quality wine.
<br>• The quality of the picture on our television isn't very good."	[sound:oxford_quality.mp3]	[sound:quality_meaning.mp3]	[sound:quality_example.mp3]						quality	quality	English::cefr-B1
shape	"A <span id=""word-in-definition"">shape</span> is a simple form like a square or circle."	noun		B1	/ʃeɪp/	"<img src=""shape.jpg"" />"	The triangle is my favorite shape.	"• Clay can be moulded into almost any shape.
<br>• These bricks are all different shapes.
<br>• Kim's birthday cake was in the shape of a train.
<br>• Our table is oval in shape.
<br>• My bicycle wheel is bent out of shape.
<br>• This T-shirt has been washed so many times that it's lost its shape (= has become loose and lost its form)."	[sound:oxford_shape.mp3]	[sound:shape_meaning.mp3]	[sound:shape_example.mp3]						shape	shape	English::cefr-B1
symbol	"A <span id=""word-in-definition"">symbol</span> is a thing that stands for something else."	noun		B2	/ˈsɪm.bəl/	"<img src=""symbol.jpg"" />"	This symbol tells us that we cannot smoke in this area.	"• A heart shape is the symbol of love.
<br>• The wheel in the Indian flag is a symbol of peace."	[sound:oxford_symbol.mp3]	[sound:symbol_meaning.mp3]	[sound:symbol_example.mp3]						symbol	symbol	English::cefr-B2
burn	"To <span id=""word-in-definition"">burn</span> something is to set it on fire."	verb		B1	/bɝːn/	"<img src=""burn.jpg"" />"	I burned some wood in the camp fire.	"• He was badly burned in the blaze.
<br>• She burned his old love letters.
<br>• Unable to escape, six people were burned alive/burned to death (= died by burning) in the building."	[sound:oxford_burn.mp3]	[sound:burn_meaning.mp3]	[sound:burn_example.mp3]						burn	burn	English::cefr-B1
cell	"A <span id=""word-in-definition"">cell</span> is a small room where a person is locked in."	noun		B2	/sel/	"<img src=""cell.jpg"" />"	The jail cell was very small.	• Cooped up in a small dark cell, the prisoner hadn't seen daylight for five years.<br>• He was bound and gagged and left in a cell for three days.<br>• Immured in a dark airless cell, the hostages waited six months for their release.<br>• Brody was locked in a padded cell and forced to wear a straitjacket.	[sound:oxford_cell.mp3]	[sound:cell_meaning.mp3]	[sound:cell_example.mp3]						cell	cell	English::cefr-B2
contain	"To <span id=""word-in-definition"">contain</span> something is to have it inside."	verb		B1	/kənˈteɪn/	"<img src=""contain.jpg"" />"	The mailbox contained a letter.	"• How much liquid do you think this bottle contains?
<br>• I lost a file containing a lot of important documents.
<br>• Try to avoid foods which contain a lot of fat.
<br>• The allegations contained in this report are very serious."	[sound:oxford_contain.mp3]	[sound:contain_meaning.mp3]	[sound:contain_example.mp3]						contain	contain	English::cefr-B1
crop	"A <span id=""word-in-definition"">crop</span> is food that a farmer grows."	noun		B1	/krɑːp/	"<img src=""crop_1631277826761.jpg"" />"	Wheat is a crop that is made into bread.	"• The main crops grown for export are coffee and rice.
<br>• a bumper (= very good) potato crop"	[sound:oxford_crop.mp3]	[sound:crop_meaning.mp3]	[sound:crop_example.mp3]						crop	crop	English::cefr-B1
demand	"To <span id=""word-in-definition"">demand</span> something is to say strongly that you want it."	verb		B1	/dɪˈmænd/	"<img src=""demand.jpg"" />"	The workers demanded to be paid more money.	"• I demanded an explanation.
<br>• The union is demanding a seven percent pay rise this year.
<br>• He has always demanded the highest standards of behaviour from his children.
<br>• <span class=""c-grammar-use"">[ + speech ]</span> ""And where do you think you're going?"" demanded the police officer.
<br>• <span class=""c-grammar-use"">[ + to infinitive ]</span> I demand to see the manager.
<br>• <span class=""c-grammar-use"">[ + that ]</span> She demanded that he return the books he borrowed from her."	[sound:oxford_demand.mp3]	[sound:demand_meaning.mp3]	[sound:demand_example.mp3]						demand	demand	English::cefr-B1
equal	"To be <span id=""word-in-definition"">equal</span> is to be the same."	adjective		B1	/ˈiː.kwəl/	"<img src=""equal.jpg"" />"	Both students are equal in age.	"• One litre is equal to 1.76 imperial pints.
<br>• One box may look bigger than the other, but in fact they are roughly (= almost) equal in volume."	[sound:oxford_equal.mp3]	[sound:equal_meaning.mp3]	[sound:equal_example.mp3]						equal	equal	English::cefr-B1
feed	"To <span id=""word-in-definition"">feed</span> is to give food."	verb		B1	/fiːd/	"<img src=""feed.jpg"" />"	Mother feeds my baby brother everyday.	"• I usually feed the neighbour's cat while she's away.
<br>• Let's feed the kids first and have our dinner after.
<br>• <span class=""c-grammar-use"">[ + two objects ]</span> Do you feed your chickens corn?
<br>• If you feed your dog on biscuits, it's not surprising he's so fat.
<br>• The kids love feeding bread to the ducks."	[sound:oxford_feed.mp3]	[sound:feed_meaning.mp3]	[sound:feed_example.mp3]						feed	feed	English::cefr-B1
hole	"A <span id=""word-in-definition"">hole</span> is an opening in something."	noun		B1	/hoʊl/	"<img src=""hole.jpg"" />"	The man was going to jump into the hole in the ice.	"• We dug a hole and planted the tree.
<br>• My jumper's got a hole in it.
<br>• Drill a hole through the back of the cupboard and pass the wires through."	[sound:oxford_hole.mp3]	[sound:hole_meaning.mp3]	[sound:hole_example.mp3]						hole	hole	English::cefr-B1
increase	"To <span id=""word-in-definition"">increase</span> something is to make it larger or more."	verb		B1	/ɪnˈkriːs/	"<img src=""increase.jpg"" />"	They've increased the price of gas by 15 cents!	"• Incidents of armed robbery have increased over the last few years.
<br>• The cost of the project has increased dramatically/significantly since it began.
<br>• Gradually increase the temperature to boiling point.
<br>• Increased/Increasing efforts are being made to end the dispute."	[sound:oxford_increase.mp3]	[sound:increase_meaning.mp3]	[sound:increase_example.mp3]						increase	increase	English::cefr-B1
owe	"To <span id=""word-in-definition"">owe</span> is to have to pay or give back something received from another."	verb		B1	/oʊ/	"<img src=""owe.jpg"" />"	I owed him twenty dollars, so I paid him back.	"• <span class=""c-grammar-use"">[ + two objects ]</span> I owe Janet $50.
<br>• We still owe $1,000 on our car (= we still need to pay $1,000 before we own our car).
<br>• I owe you a drink for helping me move.
<br>• I think you owe (= should give) me an explanation/apology."	[sound:oxford_owe.mp3]	[sound:owe_meaning.mp3]	[sound:owe_example.mp3]						owe	owe	English::cefr-B1
position	"A <span id=""word-in-definition"">position</span> is the way something is placed."	noun		B1	/pəˈzɪʃ.ən/	"<img src=""position.jpg"" />"	How can you sit in that position?	"• Well, I've found our position on the map if you want to see where we are.
<br>• You've moved the furniture around - the sofa is in a different position."	[sound:oxford_position.mp3]	[sound:position_meaning.mp3]	[sound:position_example.mp3]						position	position	English::cefr-B1
raise	"To <span id=""word-in-definition"">raise</span> something is to lift it up."	verb		B1	/reɪz/	"<img src=""raise.jpg"">"	We had to work together to raise the last piece.	"• Would all those in favour please raise their hands?
<br>• He raised the window and leaned out.
<br>• Mary Quant was the first fashion designer to raise hemlines."	[sound:oxford_raise.mp3]	[sound:raise_meaning.mp3]	[sound:raise_example.mp3]						raise	raise	English::cefr-B1
responsible	"If a person is <span id=""word-in-definition"">responsible</span>, they do the right things."	adjective		B2	/rɪˈspɑːn.sə.bəl/	"<img src=""responsible.jpg"" />"	I try to be responsible and save money.	"• a hard-working and responsible employee
<br>• Let's stay calm and try to behave like responsible adults.
<br>• Many big companies are now becoming more responsible about the way they operate."	[sound:oxford_responsible.mp3]	[sound:responsible_meaning.mp3]	[sound:responsible_example.mp3]						responsible	responsible	English::cefr-B2
sight	"A <span id=""word-in-definition"">sight</span> is something interesting to see."	noun		B1	/saɪt/	"<img src=""sight.jpg"" />"	I saw the pyramids of Egypt. What a sight!	• We spent a week in Rome looking at all the sights.	[sound:oxford_sight.mp3]	[sound:sight_meaning.mp3]	[sound:sight_example.mp3]						sight	sight	English::cefr-B1
spot	"A <span id=""word-in-definition"">spot</span> is a place where something happens."	noun		B2	/spɑːt/	"<img src=""spot.jpg"" />"	The kitchen is a good spot to eat meals.	• This looks like a nice spot for a picnic.	[sound:oxford_spot.mp3]	[sound:spot_meaning.mp3]	[sound:spot_example.mp3]						spot	spot	English::cefr-B2
coach	"A <span id=""word-in-definition"">coach</span> is a person who teaches sports."	noun		B1	/koʊtʃ/	"<img src=""coach.jpg"" />"	My coach gets very excited during games.	• a tennis/maths coach	[sound:oxford_coach.mp3]	[sound:coach_meaning.mp3]	[sound:coach_example.mp3]						coach	coach	English::cefr-B1
control	"To <span id=""word-in-definition"">control</span> something is to make it do what you want."	verb		B1	/kənˈtroʊl/	"<img src=""control.jpg"" />"	To control the TV, just push the buttons	"• If you can't control your dog, put it on a lead!
<br>• You're going to have to learn to control your temper.
<br>• The temperature is controlled by a thermostat.
<br>• The laws controlling drugs are very strict in this country.
<br>• The government is trying to control spending."	[sound:oxford_control.mp3]	[sound:control_meaning.mp3]	[sound:control_example.mp3]						control	control	English::cefr-B1
description	"A <span id=""word-in-definition"">description</span> of someone or something says what they are like."	noun		B1	/dɪˈskrɪp.ʃən/	"<img src=""description.jpg"" />"	I gave a description of the man with the gun and hat to the police.	"• Write a description of your favourite beach.
<br>• She has given the police a very detailed/full description of the robber.
<br>• A girl answering (= matching) the description of the missing teenager was spotted in Glasgow.
<br>• Your paper contains too much description, and not enough discussion of the issues."	[sound:oxford_description.mp3]	[sound:description_meaning.mp3]	[sound:description_example.mp3]						description	description	English::cefr-B1
direct	"If something is <span id=""word-in-definition"">direct</span>, it goes straight between two places."	adjective		B1	/daɪˈrekt/	"<img src=""direct_1631277826761.jpg"" />"	The green path is a direct route to my house.	"• a direct route/line
<br>• Is there a direct train to Edinburgh?"	[sound:oxford_direct.mp3]	[sound:direct_meaning.mp3]	[sound:direct_example.mp3]						direct	direct	English::cefr-B1
limit	"A <span id=""word-in-definition"">limit</span> is the largest or smallest amount of something that you allow."	noun		B1	/ˈlɪm.ɪt/	"<img src=""limit.jpg"" />"	My mother put a limit on how much I could use the phone.	"• Is there a limit on the amount of money you can claim?
<br>• I think we ought to put a strict limit on the amount of time we can spend on the project.
<br>• There's a limit to the number of times I can stop what I'm doing just so I can help him!
<br>• We set a time limit of 30 minutes for the test."	[sound:oxford_limit.mp3]	[sound:limit_meaning.mp3]	[sound:limit_example.mp3]						limit	limit	English::cefr-B1
local	"If something is <span id=""word-in-definition"">local</span>, it is nearby."	adjective		B1	/ˈloʊ.kəl/	"<img src=""local.jpg"" />"	The local market in my neighborhood sells all the food we need.	"• a local accent
<br>• local issues
<br>• a local newspaper/radio station
<br>• Most of the local population depend on fishing for their income.
<br>• Our children all go to the local school.
<br>• Many local shops will be forced to close if the new supermarket is built."	[sound:oxford_local.mp3]	[sound:local_meaning.mp3]	[sound:local_example.mp3]						local	local	English::cefr-B1
magical	"<span id=""word-in-definition"">magical</span> describes a quality that makes someone or something special."	adjective		B2	/ˈmædʒ.ɪ.kəl/	"<img src=""magical.jpg"" />"	The fireworks made the night sky look so magical.	• We walked home arm-in-arm in the magical moonlight.	[sound:oxford_magical.mp3]	[sound:magical_meaning.mp3]	[sound:magical_example.mp3]						magical	magical	English::cefr-B2
novel	"A <span id=""word-in-definition"">novel</span> is a book that tells a story."	noun		B1	/ˈnɑː.vəl/	"<img src=""novel.jpg"" />"	He wrote a great novel about ancient China.	"• a paperback novel
<br>• historical/romantic novels
<br>• Have you read any of Jane Austen's novels?
<br>• His latest novel is selling really well."	[sound:oxford_novel.mp3]	[sound:novel_meaning.mp3]	[sound:novel_example.mp3]						novel	novel	English::cefr-B1
outline	"An <span id=""word-in-definition"">outline</span> is the plan for a story or essay."	noun		B2	/ˈaʊt.laɪn/	"<img src=""outline.jpg"" />"	Before I wrote my essay, I made an outline.	"• If you read the minutes of the meeting, they'll give you a broad outline of what was discussed.
<br>• Some novelists start by writing an outline (= plan of the main points of the story)."	[sound:oxford_outline.mp3]	[sound:outline_meaning.mp3]	[sound:outline_example.mp3]						outline	outline	English::cefr-B2
poet	"A <span id=""word-in-definition"">poet</span> is a person who writes poems."	noun		B1	/ˈpoʊ.ət/	"<img src=""poet.jpg"" />"	William Shakespeare was one of the greatest poets.		[sound:oxford_poet.mp3]	[sound:poet_meaning.mp3]	[sound:poet_example.mp3]						poet	poet	English::cefr-B1
scene	"A <span id=""word-in-definition"">scene</span> is one part of a book or movie."	noun		B1	/siːn/	"<img src=""scene.jpg"" />"	A movie is made up of many short pieces or scenes.	"• the funeral/wedding scene
<br>• nude/sex scenes
<br>• Juliet dies in Act IV, Scene iii."	[sound:oxford_scene.mp3]	[sound:scene_meaning.mp3]	[sound:scene_example.mp3]						scene	scene	English::cefr-B1
silly	"If someone or something is <span id=""word-in-definition"">silly</span>, they show a lack of thought."	adjective		B1	/ˈsɪl.i/	"<img src=""silly.jpg"" />"	I made a silly mistake of dropping mom's vase.	"• Don't do that, you silly boy!
<br>• a silly mistake
<br>• It was silly of you to go out in the sun without a hat."	[sound:oxford_silly.mp3]	[sound:silly_meaning.mp3]	[sound:silly_example.mp3]						silly	silly	English::cefr-B1
suffer	"To <span id=""word-in-definition"">suffer</span> is to feel pain."	verb		B1	/ˈsʌf.ɚ/	"<img src=""suffer.jpg"" />"	Her headache made her suffer all day.	"• I think he suffered a lot when his wife left him.
<br>• She suffers in the winter when it's cold and her joints get stiff.
<br>• She's been suffering from (= been ill with) cancer for two years.
<br>• Johnny suffers from (= is often ill with) asthma.
<br>• Do you suffer from (= do you have) any allergies?
<br>• If you're not happy with it, you should complain. Don't just suffer in silence (= without saying anything)."	[sound:oxford_suffer.mp3]	[sound:suffer_meaning.mp3]	[sound:suffer_example.mp3]						suffer	suffer	English::cefr-B1
technology	"<span id=""word-in-definition"">technology</span> is new things made by using science."	noun		B1	/tekˈnɑː.lə.dʒi/	"<img src=""technology.jpg"" />"	He loves technology such as laptop computers.	"• computer technology
<br>• Modern technology is amazing, isn't it?
<br>• What this country needs is a long-term policy for investment in science and technology."	[sound:oxford_technology.mp3]	[sound:technology_meaning.mp3]	[sound:technology_example.mp3]						technology	technology	English::cefr-B1
breathe	"To <span id=""word-in-definition"">breathe</span> means to let air go in and out of our body."	verb		B1	/briːð/	"<img src=""breathe.jpg"" />"	We need strong healthy lungs to help us breathe well.	"• It's so airless in here - I can hardly breathe.
<br>• The instructor told us to breathe in deeply and then breathe out slowly.
<br>• I'm sorry if I'm breathing (= blowing out air containing) garlic fumes all over you!"	[sound:oxford_breathe.mp3]	[sound:breathe_meaning.mp3]	[sound:breathe_example.mp3]						breathe	breathe	English::cefr-B1
