ID	Word	Definition	Class	Register	CEFR Level	IPA	Image	Example	Cambridge Examples	Audio	Definition Audio	Example Audio	Explanation	Morphology	Etymology	Connected Words	Hint	Tags
voice	voice	"A <span id=""word-in-definition"">voice</span> is the sound a person makes when they talk or sing."	noun		B1	/vɔɪs/	"<img src=""voice.jpg"" />"	He used a microphone, so everyone could hear his voice.	"• She has a loud/quiet/soft voice.
<br>• a low-pitched/high-pitched voice
<br>• a booming/breathy/clear/deep/fruity/gravelly/husky/squeaky voice
<br>• a baritone/soprano singing voice
<br>• You could tell from her voice that she wasn't pleased.
<br>• ""I don't know what you mean,"" said Fran in a quavering voice.
<br>• She lowered her voice to a whisper.
<br>• You'll have to raise your voice (= speak louder) if you want to be heard in here.
<br>• I have a cold and I think I'm losing my voice (= becoming unable to speak).
<br>• He's at that age when his voice is breaking (= changing from a boy's to a man's).
<br>• She's done a lot of work with voice-activated computers."	[sound:voice.mp3]	[sound:voice_meaning.mp3]	[sound:voice_example.mp3]						English::cefr-B1
wise	wise	"To be <span id=""word-in-definition"">wise</span> is to use experience and intelligence to make good choices."	adjective	approving	B2	/waɪz/	"<img src=""wise.jpg"" />"	Many people believe that owls are very wise animals.	"• I think you made a wise choice.
<br>• ""I never drink more than three glasses of wine."" ""How wise.""
<br>• Looking at the weather, I think we made a wise decision not to go to the coast this weekend.
<br>• I think it would be wiser to wait and see how much money you have left before you make any decisions.
<br>• I never used to save money but now I'm a little older and wiser I can see the point of it.
<br>• Was it Thomas More who said that the wise man learns from the experience of others?"	[sound:wise.mp3]	[sound:wise_meaning.mp3]	[sound:wise_example.mp3]						English::cefr-B2
allow	allow	"To <span id=""word-in-definition"">allow</span> something to happen means to let it happen."	verb		B1	/əˈlaʊ/	"<img src=""allow.jpg"" />"	Having a ticket will allow you to enter the show.	"• <span class=""c-grammar-use"">[ + to infinitive ]</span> Do you think Dad will allow you to go to Jamie's party?
<br>• You're not allowed to talk during the exam.
<br>• Her proposals would allow (= make it possible for) more people to stay in full-time education.
<br>• The loophole has allowed hundreds of drink-drivers to avoid prosecution.
<br>• The government has refused to allow foreign journalists into the area for several weeks.
<br>• Prisoners have been moved to allow the demolition of part of the prison.
<br>• Pets aren't allowed in this hotel.
<br>• <span class=""c-grammar-use"">[ + -ing verb ]</span> Smoking is not allowed in this restaurant.
<br>• <span class=""c-grammar-use"">[ + two objects ]</span> He didn't allow us enough time to finish the test.
<br>• Red Cross officials were allowed access to the prison for the first time a few days ago.
<br>• UK The referee decided to allow (= officially accept) the goal.
<br>• At the weekend I allow myself (= I give myself the special pleasure of having) a box of chocolates.
<br>• How much time do you allow yourself (= make available to yourself) to get ready in the morning?"	[sound:allow.mp3]	[sound:allow_meaning.mp3]	[sound:allow_example.mp3]						English::cefr-B1
announce	announce	"To <span id=""word-in-definition"">announce</span> something is to make it known."	verb		B1	/əˈnaʊns/	"<img src=""announce.jpg"" />"	He announced to everyone his new idea for the company.	"• They announced the death of their mother in the local paper.
<br>• She announced the winner of the competition to an excited audience.
<br>• <span class=""c-grammar-use"">[ + that ]</span> The prime minister has announced that public spending will be increased next year."	[sound:announce.mp3]	[sound:announce_meaning.mp3]	[sound:announce_example.mp3]						English::cefr-B1
challenge	challenge	"A <span id=""word-in-definition"">challenge</span> is something difficult to complete."	noun		B1	/ˈtʃæl.ɪndʒ/	"<img src=""challenge.jpg"" />"	It was a challenge to climb to the top of the mountain.	"• Finding a solution to this problem is one of the greatest challenges faced by scientists today.
<br>• You know me - I like a challenge.
<br>• It's going to be a difficult job but I'm sure she'll rise to the challenge."	[sound:challenge.mp3]	[sound:challenge_meaning.mp3]	[sound:challenge_example.mp3]						English::cefr-B1
claim	claim	"To <span id=""word-in-definition"">claim</span> means to say that something is true."	verb		B2	/kleɪm/	"<img src=""claim.jpg"" />"	He claimed to know why the country's laws were weak.	"• <span class=""c-grammar-use"">[ + (that) ]</span> The company claims (that) it is not responsible for the pollution in the river.
<br>• <span class=""c-grammar-use"">[ + to infinitive ]</span> He claims to have met the president, but I don't believe him.
<br>• All parties have claimed success in yesterday's elections.
<br>• An unknown terrorist group has claimed responsibility for this morning's bomb attack."	[sound:claim.mp3]	[sound:claim_meaning.mp3]	[sound:claim_example.mp3]						English::cefr-B2
condition	condition	"The <span id=""word-in-definition"">condition</span> of someone or something is the state that they are in."	noun		B1	/kənˈdɪʃ.ən/	"<img src=""condition.jpg"" />"	The patient's condition was very good.	"• Mum's still got our pram - it's very old, but it's in perfect condition.
<br>• They left the flat in a terrible condition - there was mess everywhere.
<br>• The hospital say her condition (= state of health) is improving slowly.
<br>• He's in no condition (= he is too sick or too drunk) to drive home."	[sound:condition.mp3]	[sound:condition_meaning.mp3]	[sound:condition_example.mp3]						English::cefr-B1
contribute	contribute	"To <span id=""word-in-definition"">contribute</span> to something means to do something to make it successful."	verb		B2	/kənˈtrɪb.juːt/	"<img src=""contribute.jpg"" />"	We decided to contribute money to the new hospital.	"• Aren't you going to contribute towards Jack's leaving present?
<br>• Come to the meeting if you feel you have something to contribute.
<br>• Her family has contributed $50,000 to the fund."	[sound:contribute.mp3]	[sound:contribute_meaning.mp3]	[sound:contribute_example.mp3]						English::cefr-B2
divide	divide	"To <span id=""word-in-definition"">divide</span> something is to make it into smaller parts."	verb		B1	/dɪˈvaɪd/	"<img src=""divide.jpg"" />"	We divided the pizza.	"• At the end of the lecture, I'd like all the students to divide into small discussion groups.
<br>• After the Second World War Germany was divided into two separate countries."	[sound:divide.mp3]	[sound:divide_meaning.mp3]	[sound:divide_example.mp3]						English::cefr-B1
expert	expert	"An <span id=""word-in-definition"">expert</span> is someone who is very good at doing something."	noun		B1	/ˈek.spɝːt/	"<img src=""expert.jpg"" />"	The wizard was an expert at magic.	"• a gardening/medical expert
<br>• My mother is an expert at dress-making (= she does it very well)."	[sound:expert.mp3]	[sound:expert_meaning.mp3]	[sound:expert_example.mp3]						English::cefr-B1
force	force	"<span id=""word-in-definition"">force</span> is a person's strength or power."	noun		B2	/fɔːrs/	"<img src=""force.jpg"" />"	He used all his force to try and open the door.	"• The force of the wind had brought down a great many trees in the area.
<br>• She slapped his face with unexpected force.
<br>• Teachers aren't allowed to use force in the classroom.
<br>• The police were able to control the crowd by sheer force of numbers (= because there were more police than there were people in the crowd)."	[sound:force.mp3]	[sound:force_meaning.mp3]	[sound:force_example.mp3]						English::cefr-B2
harm	harm	"<span id=""word-in-definition"">harm</span> is hurt or problems caused to someone or something."	noun		B2	/hɑːrm/	"<img src=""harm.jpg"" />"	A hot iron can cause great harm if you are not careful.	"• Both deny conspiring to cause actual bodily harm.
<br>• A mistake like that will do his credibility a lot of harm.
<br>• Missing a meal once in a while never did anyone any harm.
<br>• You could always ask Jim if they need any more staff in his office - (there's) no harm in asking (= no one will be annoyed and you might benefit).
<br>• She meant no harm (= did not intend to offend) - she was only joking.
<br>• She was frightened by the experience but she came to no harm (= was not hurt)."	[sound:harm.mp3]	[sound:harm_meaning.mp3]	[sound:harm_example.mp3]						English::cefr-B2
peace	peace	"<span id=""word-in-definition"">peace</span> is a time without war."	noun		B2	/piːs/	"<img src=""peace.jpg"" />"	A white dove is a symbol for peace.	"• peace talks/proposals
<br>• a peace conference/initiative
<br>• Now that the war is over may there be a lasting peace between our nations.
<br>• Peace lasted in Europe for just over 20 years after 1918 before war broke out again.
<br>• She's very good at keeping (the) peace within the family.
<br>• The police act on the public's behalf to keep the peace."	[sound:peace.mp3]	[sound:peace_meaning.mp3]	[sound:peace_example.mp3]						English::cefr-B2
prince	prince	"A <span id=""word-in-definition"">prince</span> is the son of a king."	noun		B1	/prɪns/	"<img src=""prince.jpg"" />"	The prince and the princess were married.	"• Prince Edward
<br>• Prince Juan Carlos of Spain became king in 1975."	[sound:prince.mp3]	[sound:prince_meaning.mp3]	[sound:prince_example.mp3]						English::cefr-B1
protect	protect	"To <span id=""word-in-definition"">protect</span> someone is to stop them from getting hurt."	verb		B1	/prəˈtekt/	"<img src=""protect.jpg"" />"	Firemen protect us from fires.	"• clothing that protects you against the cold
<br>• It's important to protect your skin from the harmful effects of the sun.
<br>• Surely the function of the law is to protect everyone's rights.
<br>• Of course the company will act to protect its financial interests in the country if war begins.
<br>• Patients' names have been changed to protect their privacy.
<br>• Public pressure to protect the environment is strong and growing.
<br>• Vitamin C may help protect against cancer."	[sound:protect.mp3]	[sound:protect_meaning.mp3]	[sound:protect_example.mp3]						English::cefr-B1
therefore	therefore	"<span id=""word-in-definition"">therefore</span> means for this reason."	adverb		B1	/ˈðer.fɔːr/	"<img src=""therefore.jpg"" />"	He is fat. therefore, he will go on a diet.	• We were unable to get funding and therefore had to abandon the project.	[sound:therefore.mp3]	[sound:therefore_meaning.mp3]	[sound:therefore_example.mp3]						English::cefr-B1
accept	accept	"To <span id=""word-in-definition"">accept</span> something that is offered is to take it."	verb		B1	/əkˈsept/	"<img src=""accept.jpg"" />"	I accepted the girl's very nice gift.	"• Do you accept credit cards?
<br>• She was in Mumbai to accept an award for her latest novel.
<br>• I offered her an apology, but she wouldn't accept it.
<br>• I accept full responsibility for the failure of the plan.
<br>• The new coffee machines will accept coins of any denomination."	[sound:accept.mp3]	[sound:accept_meaning.mp3]	[sound:accept_example.mp3]						English::cefr-B1
arrange	arrange	"To <span id=""word-in-definition"">arrange</span> things is to put them in the right place."	verb		B2	/əˈreɪndʒ/	"<img src=""arrange.jpg"" />"	Please arrange the bowling pins in order so we can play.	"• She arranged her birthday cards along the shelf.
<br>• Who arranged these flowers so beautifully?
<br>• His books are neatly arranged in alphabetical order."	[sound:arrange.mp3]	[sound:arrange_meaning.mp3]	[sound:arrange_example.mp3]						English::cefr-B2
